timestamp,prompt_id,category,prompt_type,original_prompt,generated_caption,seed,sbert_similarity,bertscore_f1,word_overlap,clip_image_similarity,sbert_ci_lower,sbert_ci_upper,bertscore_ci_lower,bertscore_ci_upper,word_overlap_ci_lower,word_overlap_ci_upper,clip_ci_lower,clip_ci_upper,bootstrap_samples,avg_text_similarity,overall_similarity,combination
2025-06-25T06:22:09.753324,NS_05,non_place,structured,"Victorian brass skeleton key with ornate bow featuring scrollwork, filed teeth for specific lock, worn patina from handling, and attached silk ribbon",an abstract painting of a man standing in front of a wall,6759,0.048942651599645615,0.8339400291442871,0.0,0.6611328125,-0.04575024303048849,0.17049469277262685,0.7857809796929359,0.8202056363224983,0.0,0.0,0.65625,0.666015625,1000,0.44144134037196636,0.5146718310813109,non_place_structured
2025-06-25T16:03:08.201261,NS_26,non_place,structured,"Ancient Roman denarius with emperor's profile, Latin inscription, wear from circulation, silver content patina, and archaeological provenance documentation",an abstract image of a woman's face in the shape of a circle,7156,0.09793774783611298,0.8444865345954895,0.0,0.53857421875,-0.013881467096507548,0.17454289905726902,0.773553840816021,0.823744235932827,0.0,0.0,0.5302734375,0.5439453125,1000,0.47121214121580124,0.4936661670605342,non_place_structured
2025-06-23T19:59:39.175666,PS_24,place,structured,"Mexican town zócalo during festival with colonial architecture, bandstand, families picnicking, street vendors, papel picado decorations, and mariachi musicians performing",a group of people are standing in front of a building,5824,0.10319802165031433,0.8233401775360107,0.0,0.53173828125,0.011743210628628735,0.2396432194858789,0.759037820994854,0.8146162539720535,0.0,0.0,0.52197265625,0.53271484375,1000,0.46326909959316254,0.4860921601454417,place_structured
2025-06-23T22:53:26.741667,PS_30,place,structured,"Santorini cliffside terrace with whitewashed buildings, blue-domed churches, Aegean Sea horizon, bougainvillea climbing walls, and sunset painting sky in pastels",an image of a house with pink flowers on it,919,0.3009558618068695,0.8269884586334229,0.034482758620689655,0.67236328125,0.06807318907231093,0.34792438298463824,0.7701105684041977,0.8211450666189194,0.0,0.0625,0.6552734375,0.68408203125,1000,0.5639721602201462,0.6001025338967642,place_structured
2025-06-25T08:10:44.853109,NS_09,non_place,structured,"Handcrafted English riding boot with full-grain leather, Goodyear welt construction, brass eyelets, pull tabs, and beeswax conditioning showing rich patina",a group of people standing in front of a building,7182,0.003715299069881439,0.8155191540718079,0.0,0.54296875,-0.030318736052140593,0.18569186218082903,0.7695419102907181,0.816684465110302,0.0,0.0,0.53076171875,0.54443359375,1000,0.40961722657084465,0.4540677343805631,non_place_structured
2025-06-24T00:43:53.756098,NV_04,non_place,vague,glass bottle,an abstract painting of a woman standing in front of a mirror,382,0.23201900720596313,0.8384004235267639,0.0,0.73291015625,0.07420651782304048,0.3163862235844135,0.7928674846887589,0.8271444082260132,0.0,0.0,0.72607421875,0.73974609375,1000,0.5352097153663635,0.6011098623275757,non_place_vague
2025-06-22T08:15:13.121084,PV_11,place,vague,rooftop view,a computer generated image of a building in the middle of a field,2285,0.4140266180038452,0.8231059312820435,0.0,0.5400390625,0.03906016647815704,0.36862301379442214,0.7690531715750695,0.8372308045625687,0.0,0.0,0.5400390625,0.56640625,1000,0.6185662746429443,0.5923905372619629,place_vague
2025-06-23T03:25:38.111690,PS_11,place,structured,"Parisian building rooftop terrace overlooking Haussmanian architecture, with wrought-iron railings, potted plants, Eiffel Tower in distance, and sunset casting golden light on zinc roofs",an abstract image of a building with many windows,7969,0.4670279026031494,0.8393808603286743,0.06451612903225806,0.70263671875,0.08750615045428277,0.4171718321740626,0.7729891046881676,0.8285241320729255,0.0,0.1111111111111111,0.689453125,0.70068359375,1000,0.6532043814659119,0.6696818272272745,place_structured
2025-06-22T05:04:54.330924,PV_04,place,vague,desert silence,an image of a man standing in the middle of a field,9920,0.0832199901342392,0.8507140874862671,0.0,0.7275390625,0.060342356096953154,0.28392206579446794,0.7781002163887024,0.8239623948931694,0.0,0.0,0.7236328125,0.7353515625,1000,0.46696703881025314,0.5538243800401688,place_vague
2025-06-22T23:06:06.377031,PS_07,place,structured,"English cottage garden in late afternoon, with climbing roses on trellis, stone pathway, sundial casting long shadows, herb borders, and filtered light through apple trees",a computer generated image of flowers in a garden,1904,0.47667568922042847,0.8385008573532104,0.06451612903225806,0.6201171875,0.04078462542966008,0.4753881305456161,0.780983866751194,0.8334463968873024,0.0,0.1111111111111111,0.6171875,0.62548828125,1000,0.6575882732868195,0.6450979113578796,place_structured
2025-06-25T07:16:16.116372,NS_07,non_place,structured,"Neolithic stone circle with weathered sarsen stones, lichen growth, astronomical alignments, ritual significance, and archaeological measurement markers",an image of a man standing in front of some rocks,1289,0.25345122814178467,0.840164840221405,0.0,0.64404296875,-0.01228528283536434,0.34209300875663756,0.7676474586129188,0.8235187515616417,0.0,0.0,0.6337890625,0.646484375,1000,0.5468080341815948,0.5792196790377299,non_place_structured
2025-06-25T09:32:45.714993,NS_12,non_place,structured,"Military dress uniform button with regimental insignia, raised eagle design, gilt finish, shank attachment, and manufacturer's mark on reverse",an image of a pair of shoes on a white surface,6691,0.23663970828056335,0.8361349105834961,0.037037037037037035,0.6025390625,0.08062211703509092,0.29507251679897306,0.776508018374443,0.8225422739982605,0.0,0.06666666666666667,0.59814453125,0.60791015625,1000,0.5363873094320297,0.5584378937880198,non_place_structured
2025-06-24T14:01:43.610740,NV_23,non_place,vague,crystal gem,an abstract painting of a woman with her hands in the air,8727,0.07765433192253113,0.8532742857933044,0.0,0.61962890625,0.0019128788262605671,0.20550027601420878,0.7901120215654374,0.8420891508460044,0.0,0.0,0.591796875,0.61328125,1000,0.4654643088579178,0.5168525079886118,non_place_vague
2025-06-23T02:19:18.127258,PS_10,place,structured,"Swiss Alpine valley at dawn with low-hanging cloud cover, traditional chalets on hillsides, grazing cattle, church spires emerging from fog, and snow-capped peaks above",an image of a house in the middle of a field,6346,0.3217213451862335,0.8460332751274109,0.0,0.6748046875,0.06021431395784021,0.2965703755617142,0.7756018981337547,0.8204626590013504,0.0,0.0,0.6630859375,0.6748046875,1000,0.5838773101568222,0.6141864359378815,place_structured
2025-06-22T14:14:40.478580,PV_24,place,vague,plaza gathering,"an image of a computer screen with the words ""faster than light"" on it",9395,0.027158014476299286,0.8267558217048645,0.0,0.42431640625,-0.03257374949753285,0.11419865321367975,0.7822446078062057,0.825331625342369,0.0,0.0,0.415521240234375,0.42724609375,1000,0.4269569180905819,0.4260767474770546,place_vague
2025-06-24T04:59:18.629709,NV_12,non_place,vague,brass button,an abstract image of a clock in a room,2711,0.08648567646741867,0.8408966660499573,0.0,0.685546875,-0.02904624552465975,0.1362201541662216,0.7937960922718048,0.8372227311134338,0.0,0.0,0.68603515625,0.70166015625,1000,0.463691171258688,0.537643072505792,non_place_vague
2025-06-22T05:59:12.558742,PV_06,place,vague,village square,an abstract image of a building with many windows,3210,0.24265292286872864,0.8317385911941528,0.0,0.6220703125,0.01261274975258857,0.21162781901657582,0.7935531347990036,0.8474470928311348,0.0,0.0,0.60546875,0.626953125,1000,0.5371957570314407,0.5654872755209605,place_vague
2025-06-24T01:12:24.659876,NV_05,non_place,vague,metal key,an abstract image of a person standing in front of a building,9639,0.06037386134266853,0.8305442333221436,0.0,0.7294921875,-0.03208758365362882,0.11815324053168297,0.7738837018609047,0.8158840641379357,0.0,0.0,0.7216796875,0.73486328125,1000,0.44545904733240604,0.540136760721604,non_place_vague
2025-06-22T04:10:35.868496,PV_02,place,vague,coastal evening,an image of a painting on the wall of a room,9484,0.13802167773246765,0.8280856013298035,0.0,0.74072265625,0.030883307615295053,0.22985296808183192,0.7898747980594635,0.8352893635630607,0.0,0.0,0.7265625,0.74853515625,1000,0.48305363953113556,0.5689433117707571,place_vague
2025-06-24T06:26:07.121962,NV_15,non_place,vague,clay pot,an abstract painting of a vase on a table,8071,0.2936030626296997,0.8474165201187134,0.0,0.6796875,0.09025692269206047,0.3121876746416092,0.7935617089271545,0.8402248293161392,0.0,0.0,0.66455078125,0.6826171875,1000,0.5705097913742065,0.6069023609161377,non_place_vague
2025-06-22T09:09:42.496851,PV_13,place,vague,meadow breeze,an abstract image of a flower in the middle of a field,1229,0.29075944423675537,0.8124803900718689,0.0,0.7529296875,0.04771571792662144,0.3611375667154789,0.763825099170208,0.8358341246843338,0.0,0.0,0.67578125,0.75684814453125,1000,0.5516199171543121,0.6187231739362081,place_vague
2025-06-25T10:27:56.821631,NS_14,non_place,structured,"Hand-forged wrought iron nail with square shank, rose head, hammer marks, rust patina, and blacksmith's technique visible in metal grain",a close up of a knife in a kitchen,7881,0.3167215883731842,0.8235101699829102,0.038461538461538464,0.81396484375,0.0011338973883539439,0.29348151609301565,0.7744547128677368,0.825067387521267,0.0,0.07142857142857142,0.810546875,0.8193359375,1000,0.5701158791780472,0.6513988673686981,non_place_structured
2025-06-23T04:54:17.806139,PS_12,place,structured,"Thames towpath near Oxford with willow trees trailing in water, narrowboat moored along bank, university crew rowing past, and historic college buildings reflected in river",an image of a building in the middle of a field,1667,0.2195223569869995,0.8494917154312134,0.03125,0.5234375,0.00183537246193737,0.2840548649430274,0.7771917074918747,0.8233850970864296,0.0,0.05555555555555555,0.51220703125,0.52392578125,1000,0.5345070362091064,0.5308171908060709,place_structured
2025-06-23T20:59:42.816946,PS_26,place,structured,"Victorian railway station at rush hour with iron and glass architecture, steam locomotive arriving, passengers with period luggage, and gaslight illuminating ornate clock tower",a group of people are standing in front of a building,130,0.21034637093544006,0.8345839381217957,0.0,0.61279296875,0.05090522468090057,0.286914587020874,0.7756874278187752,0.821664722263813,0.0,0.0,0.61522216796875,0.62744140625,1000,0.5224651545286179,0.5525744259357452,place_structured
2025-06-24T03:33:56.728141,NV_09,non_place,vague,leather boot,an abstract image of a person sitting in a chair,5208,0.17536583542823792,0.8365067839622498,0.0,0.496337890625,-0.002920304518193006,0.23913286440074444,0.7952231079339981,0.8345411047339439,0.0,0.0,0.485833740234375,0.49658203125,1000,0.5059363096952438,0.5027368366718292,non_place_vague
2025-06-24T02:38:11.316070,NV_07,non_place,vague,stone circle,an image of a man standing in the middle of a field,6456,0.1975608468055725,0.850480318069458,0.0,0.6630859375,0.10196493361145258,0.310488423705101,0.7974978491663933,0.83539629727602,0.0,0.0,0.6552734375,0.66650390625,1000,0.5240205824375153,0.5703757007916769,non_place_vague
2025-06-23T18:03:06.460964,PS_20,place,structured,"Spanish monastery cloister with arched walkways, central fountain, orange trees, stone columns with carved capitals, and afternoon light creating geometric shadow patterns",an abstract image of a building in the middle of a city,5146,0.40395575761795044,0.8450239896774292,0.0,0.66259765625,0.1251176618039608,0.39381806999444957,0.7848090156912804,0.8254596620798111,0.0,0.0,0.65283203125,0.67139892578125,1000,0.6244898736476898,0.6371924678484598,place_structured
2025-06-23T18:32:24.392394,PS_21,place,structured,"Atlantic City wooden boardwalk at sunset with vintage lampposts, beachgoers strolling, carnival rides in distance, seagulls overhead, and waves washing sandy shore",an image of a bridge that is made out of metal,7186,0.15368524193763733,0.824510931968689,0.0,0.7763671875,-0.020650444366037843,0.18784913569688794,0.7604571655392647,0.8120146378874779,0.0,0.0,0.76658935546875,0.77734375,1000,0.48909808695316315,0.5848544538021088,place_structured
2025-06-22T15:11:38.683758,PV_26,place,vague,station platform,an image of a train going through a tunnel,2578,0.22820180654525757,0.8538234829902649,0.0,0.88671875,-0.02965658181346953,0.25602533146739004,0.7917700290679932,0.8413064271211624,0.0,0.0,0.87987060546875,0.89208984375,1000,0.5410126447677612,0.6562480131785074,place_vague
2025-06-22T10:04:28.343902,PV_15,place,vague,lighthouse beam,a black and white image of a building with lights on it,6998,0.47321489453315735,0.8269841074943542,0.0,0.82080078125,0.06671205442398787,0.4909264527261257,0.7899658814072609,0.8404857128858566,0.0,0.0,0.8173828125,0.826171875,1000,0.6500995010137558,0.7069999277591705,place_vague
2025-06-24T05:57:37.991822,NV_14,non_place,vague,iron nail,an image of an abstract painting on a white background,6786,0.10174785554409027,0.8449249863624573,0.0,0.7109375,0.04034771295264363,0.1638090692460537,0.7897462174296379,0.8371206104755402,0.0,0.0,0.69189453125,0.71044921875,1000,0.4733364209532738,0.5525367806355158,non_place_vague
2025-06-23T16:36:50.033989,PS_17,place,structured,"Moroccan souq in Marrakech with narrow alleys, hanging textiles, spice pyramids, brass lanterns, merchants calling, and tourists navigating through crowded passages",an abstract image of a building with many windows,8570,0.2021547555923462,0.8469386100769043,0.034482758620689655,0.642578125,-0.03372242152690887,0.26742581948637956,0.7780267640948295,0.825777305662632,0.0,0.0625,0.6298828125,0.640625,1000,0.5245466828346252,0.5638904968897501,place_structured
2025-06-22T16:37:17.712935,PV_29,place,vague,stadium roar,an abstract image of a building with many windows,7704,0.21013237535953522,0.8379365801811218,0.0,0.472900390625,0.009441209631040693,0.21696617156267164,0.7984194308519363,0.8492908462882042,0.0,0.0,0.45361328125,0.467529296875,1000,0.5240344777703285,0.506989782055219,place_vague
2025-06-23T23:20:49.513192,NV_01,non_place,vague,old book,an open book with a drawing on it,3014,0.5025904178619385,0.8727772831916809,0.1111111111111111,0.83251953125,0.051652207504957914,0.57755426466465,0.8079136162996292,0.8748195514082908,0.0,0.25,0.83544921875,0.84376220703125,1000,0.6876838505268097,0.7359624107678732,non_place_vague
2025-06-24T11:18:02.745545,NV_20,non_place,vague,bamboo stick,an abstract drawing of a boat on the water,5470,0.20197336375713348,0.8282206058502197,0.0,0.70166015625,0.025543276499956847,0.2593263030052185,0.7980600416660308,0.8510884091258049,0.0,0.0,0.69285888671875,0.70166015625,1000,0.5150969848036766,0.5772847086191177,non_place_vague
2025-06-22T17:05:16.594529,PV_30,place,vague,balcony overlook,an abstract image of a building in the middle of a field,2857,0.38748544454574585,0.840540885925293,0.0,0.61572265625,0.07553991246968508,0.3551526203751564,0.7901368275284767,0.8395588994026184,0.0,0.0,0.6103515625,0.619140625,1000,0.6140131652355194,0.6145829955736796,place_vague
2025-06-25T05:54:51.931273,NS_04,non_place,structured,"Hand-blown Venetian glass vessel with cobalt blue coloring, spiral twist pattern, pontil mark on base, air bubbles in thick walls, and cork stopper with wax seal",a blue and white ice cream cone sitting on top of a table,786,0.2295679897069931,0.8173800706863403,0.08823529411764706,0.630859375,0.07001254167407751,0.3673491977155209,0.7868477299809455,0.8268930375576019,0.0,0.13636363636363635,0.62841796875,0.63818359375,1000,0.5234740301966667,0.5592691451311111,non_place_structured
2025-06-23T19:00:07.960558,PS_22,place,structured,"Canadian wilderness lake with pristine water reflecting pine forests, wooden dock extending into water, canoe tied alongside, and loons calling across the surface",an image of a boat on the water,9170,0.3664690852165222,0.8557935357093811,0.06896551724137931,0.794921875,0.05933064613491297,0.47219717949628826,0.7810705155134201,0.8393562316894532,0.0,0.11764705882352941,0.79248046875,0.80712890625,1000,0.6111313104629517,0.6723948319753011,place_structured
2025-06-25T09:05:29.675848,NS_11,non_place,structured,"Vintage tin robot with lithographed space graphics, wind-up mechanism, moving parts, original paint showing play wear, and 1950s atomic age design elements",a robot is standing in front of a blue background,4192,0.36275070905685425,0.837104320526123,0.03333333333333333,0.89013671875,0.043183316849172114,0.44719678536057467,0.7770235747098923,0.8315849304199219,0.0,0.058823529411764705,0.8857421875,0.89503173828125,1000,0.5999275147914886,0.6966639161109924,non_place_structured
2025-06-24T05:29:07.693464,NV_13,non_place,vague,silk ribbon,an image of an abstract painting on a wall,8936,0.22008591890335083,0.8462305068969727,0.0,0.71923828125,0.06401082146912813,0.23806656450033184,0.7935973331332207,0.8378215655684471,0.0,0.0,0.7119140625,0.73388671875,1000,0.5331582129001617,0.5951849023501078,non_place_vague
2025-06-25T06:49:29.150284,NS_06,non_place,structured,"Silk peony with hand-painted petals in gradient pink, wire stem wrapped in green tape, realistic texture, and millinery techniques visible in petal layering",an image of a pink rose in a frame on a white background,16,0.2980976700782776,0.8489701151847839,0.03225806451612903,0.85986328125,0.07942621540278197,0.41847469508647916,0.7915996894240379,0.8353035241365433,0.0,0.058823529411764705,0.84814453125,0.86378173828125,1000,0.5735338926315308,0.6689770221710205,non_place_structured
2025-06-22T07:20:49.371736,PV_09,place,vague,bridge crossing,an abstract painting of a red and white building,2565,0.1626906394958496,0.8362623453140259,0.0,0.79345703125,0.03303154855966568,0.2390966959297657,0.7923219352960587,0.8414586916565895,0.0,0.0,0.787109375,0.79736328125,1000,0.49947649240493774,0.5974700053532919,place_vague
2025-06-22T05:32:01.730362,PV_05,place,vague,urban corner,an image of a computer screen with text on it,3288,0.16313278675079346,0.8170067667961121,0.0,0.4130859375,0.020726440474390984,0.22129208222031588,0.7884869605302811,0.8314357683062553,0.0,0.0,0.393548583984375,0.414306640625,1000,0.49006977677345276,0.4644084970156352,place_vague
2025-06-22T20:21:37.364696,PS_04,place,structured,"Sahara Desert dune landscape at midday, with endless rolling sand formations, heat shimmer effects, clear blue sky, scattered camel bones, and profound acoustic emptiness",a black and white photo of waves on a beach,9237,0.36931878328323364,0.8433768153190613,0.03125,0.75390625,0.1190378062427044,0.4402703858911991,0.783770215511322,0.8302098020911217,0.0,0.05555555555555555,0.73828125,0.75146484375,1000,0.6063477993011475,0.6555339495340983,place_structured
2025-06-24T18:55:42.065908,NV_28,non_place,vague,velvet curtain,an abstract image of a group of people standing in front of a building,3849,0.19364334642887115,0.8447312712669373,0.0,0.634765625,-0.01397987667005509,0.19848008118569851,0.771350446343422,0.8203759953379631,0.0,0.0,0.62353515625,0.6357421875,1000,0.5191873088479042,0.5577134142319361,non_place_vague
2025-06-23T17:34:29.525017,PS_19,place,structured,"Californian vineyard hillside in autumn with organized grape vine rows, golden foliage, harvest equipment, winery buildings, and valley fog below rolling hills",an image of a field with many plants and trees,3716,0.33422261476516724,0.8493207097053528,0.06666666666666667,0.71337890625,0.08918818384408951,0.42713518664240835,0.7741440236568451,0.8350014865398407,0.0,0.11764705882352941,0.7021484375,0.7158203125,1000,0.59177166223526,0.6323074102401733,place_structured
2025-06-24T10:24:40.630522,NV_19,non_place,vague,wax candle,a group of candles on a table in a room,6272,0.5792258977890015,0.8726036548614502,0.0,0.951171875,0.021789349615573883,0.6811261504888534,0.7859419643878937,0.8674114167690277,0.0,0.0,0.94580078125,0.9541015625,1000,0.7259147763252258,0.8010004758834839,non_place_vague
2025-06-25T18:29:59.111805,NS_30,non_place,structured,"Chinese carved jade amulet with dragon motif, translucent green stone, silk cord, traditional craftsmanship, and cultural significance in protection symbolism",a computer generated image of an abstract pattern,7019,0.12921258807182312,0.8496133685112,0.0,0.560546875,-0.008794657606631513,0.208741370216012,0.7797906905412674,0.8259742021560669,0.0,0.0,0.54979248046875,0.560546875,1000,0.48941297829151154,0.5131242771943411,non_place_structured
2025-06-22T06:26:31.066584,PV_07,place,vague,garden shadows,an abstract image of a palm tree in the middle of a field,5779,0.3240659236907959,0.8357536196708679,0.0,0.814453125,0.07182977125048637,0.29486746490001675,0.7892074331641197,0.8320526450872421,0.0,0.0,0.81639404296875,0.8251953125,1000,0.5799097716808319,0.6580908894538879,place_vague
2025-06-22T04:37:37.650018,PV_03,place,vague,forest clearing,an abstract image of a tree in the middle of a field,366,0.3554096817970276,0.8405768871307373,0.0,0.76025390625,-0.0005838166689500199,0.4221232011914253,0.7805836290121079,0.8344878360629082,0.0,0.0,0.75048828125,0.7666015625,1000,0.5979932844638824,0.6520801583925883,place_vague
2025-06-23T14:35:48.950053,PS_13,place,structured,"Irish countryside meadow in spring with wildflowers swaying in wind, dry stone walls, sheep grazing, distant thatched cottage, and dramatic cloud formations overhead",an image of a sheep standing in the grass,3728,0.3797335624694824,0.8539698719978333,0.06896551724137931,0.68115234375,0.08893311563879251,0.520305061340332,0.7786836192011833,0.8310760051012039,0.0,0.11764705882352941,0.67626953125,0.6875,1000,0.6168517172336578,0.6382852594057719,place_structured
2025-06-22T15:40:42.939618,PV_27,place,vague,library quiet,an abstract image of a building in the middle of a field,6969,0.06393981724977493,0.8423855304718018,0.0,0.599609375,-0.003792683687061071,0.19095631912350647,0.7848287209868431,0.8288392767310142,0.0,0.0,0.59471435546875,0.61279296875,1000,0.45316267386078835,0.5019782409071922,place_vague
2025-06-22T19:18:05.664356,PS_03,place,structured,"Scandinavian boreal forest opening in late autumn, featuring towering spruce and birch trees with golden leaves, moss-covered fallen logs, filtered sunlight, and mushrooms on forest floor",an abstract image of a person walking on the ground,1412,0.09718406945466995,0.8432287573814392,0.030303030303030304,0.701171875,-0.04268911527469754,0.17492792718112465,0.7810142919421196,0.8198958039283752,0.0,0.05263157894736842,0.6396484375,0.68359375,1000,0.4702064134180546,0.5471949006120364,place_structured
2025-06-23T21:28:08.989153,PS_27,place,structured,"Oxford University library reading room with leather-bound volumes, wooden tables, green banker's lamps, scholars in concentration, and dust motes in afternoon sunbeams",an abstract image of a building with many windows,3476,0.20073790848255157,0.8406307101249695,0.034482758620689655,0.580078125,-0.009200539905577898,0.23653492107987403,0.7786735355854034,0.8285801500082016,0.0,0.0625,0.57908935546875,0.59228515625,1000,0.5206843093037605,0.5404822478691736,place_structured
2025-06-23T21:56:50.164353,PS_28,place,structured,"Venetian narrow alley with canal glimpses, laundry hanging between buildings, gondolier's call echoing, weathered stone facades, and morning light filtering through archways",an abstract image of a building with many windows,1999,0.4421481192111969,0.8370487689971924,0.03333333333333333,0.70263671875,0.0701724935323,0.3880139544606208,0.7797348946332932,0.8291140973567963,0.0,0.058823529411764705,0.69725341796875,0.70751953125,1000,0.6395984441041946,0.6606112023194631,place_structured
2025-06-22T10:31:55.065102,PV_16,place,vague,temple grounds,an abstract image of a building in the middle of a field,5966,0.3546678125858307,0.8405937552452087,0.0,0.5302734375,0.07165521420538426,0.30284682661294937,0.7814226895570755,0.8284903645515442,0.0,0.0,0.51611328125,0.529296875,1000,0.5976307839155197,0.5751783351103464,place_vague
2025-06-25T11:49:45.655939,NS_17,non_place,structured,"Hand-spun cotton thread on wooden bobbin, natural fiber twist, slight irregularity, and traditional spinning wheel provenance",a man's hand is holding an object in the air,6914,0.17227041721343994,0.8361146450042725,0.0,0.5556640625,-0.011067815637215971,0.24285352788865558,0.7758022204041481,0.8235090851783753,0.0,0.0,0.54345703125,0.5673828125,1000,0.5041925311088562,0.5213497082392374,non_place_structured
2025-06-24T09:21:44.554912,NV_18,non_place,vague,steel knife,an abstract image of a man standing in front of a building,9732,0.05543607473373413,0.8492226600646973,0.0,0.60791015625,-0.03798680249601603,0.17114188633859156,0.7911518082022667,0.8301743239164352,0.0,0.0,0.6005859375,0.61376953125,1000,0.4523293673992157,0.5041896303494772,non_place_vague
2025-06-24T17:54:35.157374,NV_27,non_place,vague,marble statue,a group of people standing in front of a building,4118,0.12811625003814697,0.8670493960380554,0.0,0.57373046875,0.04788970537483692,0.2076196581125259,0.7966752871870995,0.8491816863417625,0.0,0.0,0.56494140625,0.57666015625,1000,0.4975828230381012,0.5229653716087341,non_place_vague
